question	choice_A	choice_B	choice_C	choice_D	answer
树干流液密度在10：00-24：00较大，在0：00-9：00较小。树干液流是植物体内由于叶片失水，从而引起水分通过木质部运输到叶片的过程，它是土壤一植物一大气连续体水流路径中一个关键的链接，承接了庞大的地下根系所吸收、汇集的土壤水，决定了整个树冠的蒸腾量，可反映植物体内的水分传输状况。下图为某山地云杉林树干液流密度日变化示意图，读图完成下面小题。植物体内的树干液流形成的主要促动环节是（ ）	降水	蒸腾	蒸发	下渗	B
距海岭越远，岩石年龄越大。读海底深度与其岩石年龄关系图，回答下列各题。甲处的岩石类型和地形分别是	变质岩海盆	侵入岩海沟	沉积岩岛弧	喷出岩海岭	D
距海岭越远，岩石年龄越大。读海底深度与其岩石年龄关系图，回答下列各题。下列地区所处的板块边界与甲处类似的是	日本群岛	地中海	新西兰南北二岛	冰岛	D
流动人口逐年上升。改革开放后中国流动人口逐年增加，读我国1988～2010年流动人口增长曲线图，完成小题。近年来，我国人口流动的主要方向是()	东部到西部	农村到城市	平原到山区	经济发达地区到经济欠发达地区	B
流动人口逐年上升。改革开放后中国流动人口逐年增加，读我国1988～2010年流动人口增长曲线图，完成小题。下列因素中与我国改革开放后流动人口迅速增长关系最不密切的是()	人口增长迅速，就业压力增大	城市经济发展，城市劳动力需求量增长	户籍制度改革，为人口流动松绑	农村经济的发展，剩余劳动力增多	A
与市中心3~5km处,人口密度最大读“某中等城市常住人口密度与距市中心距离关系图”，完成小题。住宅区密集分布的区域是( )	0～2 km处	2～3 km处	3～5 km处	6～7 km处	C
距市中心2 km内常住人口密度并不最高读“某中等城市常住人口密度与距市中心距离关系图”，完成小题。距市中心2 km内常住人口密度并不最高的主要原因是该区( )	交通通达度低	环境质量差	地租昂贵	服务设施差	C
在600-800km处高速铁路市场占有率迅速下降，甲运输方式的市场占有量迅速上升。下图为高速铁路和甲运输方式两者间客运市场占有率随运距变化图。读图回答下列各题。图中两种运输方式的市场占有率变化幅度最大在	700—900km	600—800km	500—700km	400—600km	B
在600-800km处高速铁路市场占有率迅速下降，甲运输方式的市场占有量迅速上升。下图为高速铁路和甲运输方式两者间客运市场占有率随运距变化图。读图回答下列各题。甲运输方式应该是	高速公路	普通铁路	航空	水路	C
该地最高气温和最低气温先增大后减小。8日最高气温大于1日最高气温。读我国某地某时段气温变化示意图，回答下列问题。经过该地该时段的天气系统可能是	冷锋	台风	暖锋	寒潮	C
5-6日最高气温和最低气温相差较小。读我国某地某时段气温变化示意图，回答下列问题。该地太阳能热水器使用效果最差的日期是	1～4日	5～6日	6～7日	7～8日	B
该城市夏季PM2.5含量数值全年最低读我国华南某城市2012年PM2.5月变化统计图，完成下列各题。该城市夏季PM2.5含量数值全年最低的主要原因是	风力小	降水多	尾气少	蒸发强	B
该城市夏季PM2.5含量数值全年最低，春季和秋季较高。读我国华南某城市2012年PM2.5月变化统计图，完成下列各题。下列降低该城市PM2.5含量的措施，切实可行的是	冬季减少燃煤取暖	减少私家车出行	夏季减少空调使用	禁止建筑业施工	B
2005年之前出生人口数大于死亡人口数。2005年之后死亡人口数大于出生人口数。2017年6月2日，日本厚生劳动省公布的人口动态统计数据显示，日本国内2016年出生的婴儿为97.6979万人，是1899年开始采用现行统计方法以来首次跌破100万人。下图为1970年至2016年日本人口出生数与人口死亡数统计图，读图，完成下题。日本人口自然增长开始进入负增长的年份是（ ）	2015年	2005年	2000年	1974年	B
2005年之前出生人口数大于死亡人口数。2005年之后死亡人口数大于出生人口数。2017年6月2日，日本厚生劳动省公布的人口动态统计数据显示，日本国内2016年出生的婴儿为97.6979万人，是1899年开始采用现行统计方法以来首次跌破100万人。下图为1970年至2016年日本人口出生数与人口死亡数统计图，读图，完成下题。日本人口自然增长数量的变化，可能产生的影响是（ ）	人口老龄化现象减轻	劳动力失业率将下降	工作和消费人口增加	养老和医疗负担减轻	B
武汉市水域面积最大。“蓝化效应”是指城市水体面积在城市环境保护中所起的作用。下表示意我国一些城市市区水域面积数据（单位：km2）。据此完成下列各题。清洁的水体在城市环境保护中的重要作用是（ ）	净化各种生产污水	提供居民生活用水	形成对流，净化空气	释放热量，降低气温	C
在距离市中心1-6千米处，1990年人口密度大于2010年人口密度。在距离市中心6-14千米处，2010年人口密度大于1990年人口密度。图4是某城市1990年和2010年人口密度空间分布图。读图回答9—10题。据自然环境条件推断，图示地区下列土地利用类型的比例	草地>荒地>林地	耕地>林地>荒地	荒地>草地>耕地	林地>耕地>草地	C
在距离市中心1-6千米处，1990年人口密度大于2010年人口密度。在距离市中心6-14千米处，2010年人口密度大于1990年人口密度。图4是某城市1990年和2010年人口密度空间分布图。读图回答9—10题。下列四地单位面积人口数量，2010年较1990年增长最大的是	2千米附近	4千米附近	8千米附近	10千米附近	D
冬季气温变化幅度大于夏季。下图表示“1909～2008年东北年、冬夏季平均气温每10年平均值变化”，读图并结合所学知识完成下列各题。关于1909～2008年东北气候变化的叙述，正确的是	年平均气温逐年上升	冬季气温变化幅度大于夏季	中温带全部变成暖温带	年平均气温变化幅度小于各季	B
图中自1970年以后，人口出生率不断降低，至1982年前后出生率与死亡率相等。下图是某国人口出生率和死亡率随时间的变化图，读图完成下面各题。该国人口数量最多的年份大约出现在（）	1971年	1982年	1987年	1994年	B
2010年该国死亡率大于出生率。下图是某国人口出生率和死亡率随时间的变化图，读图完成下面各题。目前，该国人口发展过程中面临的主要问题是（）	逆城市化现象明显	城市人口比重大	科技移民移入数量多	劳动力短缺明显	D
耕地消费足迹大于草地消费足迹。草地生产足迹大于耕地生产足迹。生态足迹是维持一个区域生存所需要的能够提供资源并吸纳废弃物的地域空问。从生产和消费两方面，分析农牧交错区生态足迹，可为制定区域可持续发展政策提供科学依据。下表是我国内蒙古中南部农牧交错区(41.5°N—43°N，114.5°E—117°E)生态足迹统计(表中单位ghm2为全球性公顷，即各类土地转换后可比的单位)。据此，完成下面小题。该区域农业生产（ ）	消费足迹中耕地低于草地	生产足迹中耕地高于草地	生产足迹高于消费足迹	生产与消费足迹之比耕地高于草地	C
草地生产足迹远大于耕地生产足迹生态足迹是维持一个区域生存所需要的能够提供资源并吸纳废弃物的地域空问。从生产和消费两方面，分析农牧交错区生态足迹，可为制定区域可持续发展政策提供科学依据。下表是我国内蒙古中南部农牧交错区(41.5°N—43°N，114.5°E—117°E)生态足迹统计(表中单位ghm2为全球性公顷，即各类土地转换后可比的单位)。据此，完成下面小题。该区域土地退化的主要原因可能是（ ）	过度开垦	过度放牧	过度樵采	水源短缺	B
耕地消费足迹大于草地消费足迹。草地生产足迹大于耕地生产足迹。生态足迹是维持一个区域生存所需要的能够提供资源并吸纳废弃物的地域空问。从生产和消费两方面，分析农牧交错区生态足迹，可为制定区域可持续发展政策提供科学依据。下表是我国内蒙古中南部农牧交错区(41.5°N—43°N，114.5°E—117°E)生态足迹统计(表中单位ghm2为全球性公顷，即各类土地转换后可比的单位)。据此，完成下面小题。该区域今后的功能定位应以（ ）	生态保护为主	畜牧业为主	混合农业为主	种植业为主	A
三个流域受灾比都在5-8月较大。该图为我国三个流域“水灾受灾比（受水灾的县域个数与总县域个数的比值）多年平均的月变化图”。读图回答问题。三个流域水灾受灾比的特点有：	峰值均出现在4-6月	峰值出现月份与降水季节变化基本一致	峰值出现的时间由北向南逐渐推迟	珠江流域降水最为集中	B
